store_id,date,horizon_day,forecast_p50,forecast_p80,forecast_p95,forecast_cv,campaign,is_weekend
RAK-01,2026-09-03,32,213.6,245.9,276.8,0.18,none,False
FUJ-01,2026-09-03,32,183.1,210.8,237.3,0.18,none,False
DXB-01,2026-09-04,33,893.6,1028.7,1158.2,0.18,none,True
DXB-02,2026-09-04,33,778.3,896.0,1008.7,0.18,none,True
DXB-03,2026-09-04,33,590.9,680.3,765.9,0.18,none,True
DXB-04,2026-09-04,33,439.6,506.0,569.7,0.18,none,True
AUH-01,2026-09-04,33,691.8,796.4,896.6,0.18,none,True
AUH-02,2026-09-04,33,504.4,580.7,653.8,0.18,none,True
AUH-03,2026-09-04,33,374.7,431.4,485.7,0.18,none,True
SHJ-01,2026-09-04,33,562.1,647.1,728.5,0.18,none,True
SHJ-02,2026-09-04,33,432.4,497.8,560.4,0.18,none,True
AAN-01,2026-09-04,33,273.8,315.2,354.9,0.18,none,True
RAK-01,2026-09-04,33,252.2,290.4,326.9,0.18,none,True
FUJ-01,2026-09-04,33,216.2,248.9,280.2,0.18,none,True
DXB-01,2026-09-05,34,894.2,1029.4,1159.0,0.18,none,True
DXB-02,2026-09-05,34,778.8,896.6,1009.5,0.18,none,True
DXB-03,2026-09-05,34,591.3,680.8,766.4,0.18,none,True
DXB-04,2026-09-05,34,439.9,506.4,570.2,0.18,none,True
AUH-01,2026-09-05,34,692.3,797.0,897.3,0.18,none,True
AUH-02,2026-09-05,34,504.8,581.1,654.3,0.18,none,True
AUH-03,2026-09-05,34,375.0,431.7,486.0,0.18,none,True
SHJ-01,2026-09-05,34,562.5,647.6,729.1,0.18,none,True
SHJ-02,2026-09-05,34,432.7,498.1,560.8,0.18,none,True
AAN-01,2026-09-05,34,274.0,315.5,355.2,0.18,none,True
RAK-01,2026-09-05,34,252.4,290.6,327.1,0.18,none,True
FUJ-01,2026-09-05,34,216.3,249.1,280.4,0.18,none,True
DXB-01,2026-09-06,35,758.4,882.6,1001.7,0.195,none,False
DXB-02,2026-09-06,35,660.5,768.7,872.4,0.195,none,False
DXB-03,2026-09-06,35,501.5,583.7,662.4,0.195,none,False
DXB-04,2026-09-06,35,373.1,434.2,492.7,0.195,none,False
AUH-01,2026-09-06,35,587.1,683.3,775.5,0.195,none,False
AUH-02,2026-09-06,35,428.1,498.2,565.5,0.195,none,False
AUH-03,2026-09-06,35,318.0,370.1,420.0,0.195,none,False
SHJ-01,2026-09-06,35,477.0,555.2,630.1,0.195,none,False
SHJ-02,2026-09-06,35,367.0,427.1,484.7,0.195,none,False
AAN-01,2026-09-06,35,232.4,270.5,307.0,0.195,none,False
RAK-01,2026-09-06,35,214.1,249.1,282.7,0.195,none,False
FUJ-01,2026-09-06,35,183.5,213.5,242.3,0.195,none,False
DXB-01,2026-09-07,36,758.9,883.3,1002.4,0.195,none,False
DXB-02,2026-09-07,36,661.0,769.3,873.1,0.195,none,False
DXB-03,2026-09-07,36,501.9,584.1,662.9,0.195,none,False
DXB-04,2026-09-07,36,373.4,434.5,493.1,0.195,none,False
AUH-01,2026-09-07,36,587.6,683.8,776.0,0.195,none,False
AUH-02,2026-09-07,36,428.4,498.6,565.9,0.195,none,False
AUH-03,2026-09-07,36,318.3,370.4,420.4,0.195,none,False
SHJ-01,2026-09-07,36,477.4,555.6,630.5,0.195,none,False
SHJ-02,2026-09-07,36,367.2,427.4,485.0,0.195,none,False
AAN-01,2026-09-07,36,232.6,270.7,307.2,0.195,none,False
RAK-01,2026-09-07,36,214.2,249.3,282.9,0.195,none,False
FUJ-01,2026-09-07,36,183.6,213.7,242.5,0.195,none,False
DXB-01,2026-09-08,37,759.5,883.9,1003.1,0.195,none,False
DXB-02,2026-09-08,37,661.5,769.9,873.7,0.195,none,False
DXB-03,2026-09-08,37,502.3,584.5,663.4,0.195,none,False
DXB-04,2026-09-08,37,373.6,434.8,493.5,0.195,none,False
AUH-01,2026-09-08,37,588.0,684.3,776.6,0.195,none,False
AUH-02,2026-09-08,37,428.8,499.0,566.3,0.195,none,False
AUH-03,2026-09-08,37,318.5,370.7,420.7,0.195,none,False
SHJ-01,2026-09-08,37,477.8,556.0,631.0,0.195,none,False
SHJ-02,2026-09-08,37,367.5,427.7,485.4,0.195,none,False
AAN-01,2026-09-08,37,232.8,270.9,307.4,0.195,none,False
RAK-01,2026-09-08,37,214.4,249.5,283.1,0.195,none,False
FUJ-01,2026-09-08,37,183.8,213.8,242.7,0.195,none,False
DXB-01,2026-09-09,38,760.1,884.6,1003.9,0.195,none,False
DXB-02,2026-09-09,38,662.0,770.4,874.3,0.195,none,False
DXB-03,2026-09-09,38,502.6,584.9,663.8,0.195,none,False
DXB-04,2026-09-09,38,373.9,435.1,493.8,0.195,none,False
AUH-01,2026-09-09,38,588.4,684.8,777.2,0.195,none,False
AUH-02,2026-09-09,38,429.1,499.3,566.7,0.195,none,False
AUH-03,2026-09-09,38,318.7,370.9,421.0,0.195,none,False
SHJ-01,2026-09-09,38,478.1,556.4,631.5,0.195,none,False
SHJ-02,2026-09-09,38,367.8,428.0,485.7,0.195,none,False
AAN-01,2026-09-09,38,232.9,271.1,307.6,0.195,none,False
RAK-01,2026-09-09,38,214.5,249.7,283.3,0.195,none,False
FUJ-01,2026-09-09,38,183.9,214.0,242.9,0.195,none,False
DXB-01,2026-09-10,39,760.6,885.2,1004.6,0.195,none,False
DXB-02,2026-09-10,39,662.5,771.0,875.0,0.195,none,False
DXB-03,2026-09-10,39,503.0,585.4,664.3,0.195,none,False
DXB-04,2026-09-10,39,374.2,435.5,494.2,0.195,none,False
AUH-01,2026-09-10,39,588.9,685.3,777.8,0.195,none,False
AUH-02,2026-09-10,39,429.4,499.7,567.1,0.195,none,False
AUH-03,2026-09-10,39,319.0,371.2,421.3,0.195,none,False
SHJ-01,2026-09-10,39,478.5,556.8,631.9,0.195,none,False
SHJ-02,2026-09-10,39,368.0,428.3,486.1,0.195,none,False
AAN-01,2026-09-10,39,233.1,271.3,307.9,0.195,none,False
RAK-01,2026-09-10,39,214.7,249.9,283.6,0.195,none,False
FUJ-01,2026-09-10,39,184.0,214.2,243.0,0.195,none,False
DXB-01,2026-09-11,40,898.2,1045.3,1186.3,0.195,none,True
DXB-02,2026-09-11,40,782.3,910.4,1033.2,0.195,none,True
DXB-03,2026-09-11,40,594.0,691.3,784.5,0.195,none,True
DXB-04,2026-09-11,40,441.8,514.2,583.6,0.195,none,True
AUH-01,2026-09-11,40,695.4,809.3,918.4,0.195,none,True
AUH-02,2026-09-11,40,507.0,590.1,669.7,0.195,none,True
AUH-03,2026-09-11,40,376.7,438.4,497.5,0.195,none,True
SHJ-01,2026-09-11,40,565.0,657.5,746.2,0.195,none,True
SHJ-02,2026-09-11,40,434.6,505.8,574.0,0.195,none,True
AAN-01,2026-09-11,40,275.3,320.3,363.5,0.195,none,True
RAK-01,2026-09-11,40,253.5,295.0,334.8,0.195,none,True
FUJ-01,2026-09-11,40,217.3,252.9,287.0,0.195,none,True
DXB-01,2026-09-12,41,898.8,1046.1,1187.2,0.195,none,True
DXB-02,2026-09-12,41,782.9,911.1,1034.0,0.195,none,True
DXB-03,2026-09-12,41,594.4,691.8,785.1,0.195,none,True
DXB-04,2026-09-12,41,442.2,514.6,584.0,0.195,none,True
AUH-01,2026-09-12,41,695.9,809.9,919.1,0.195,none,True
AUH-02,2026-09-12,41,507.4,590.5,670.2,0.195,none,True
AUH-03,2026-09-12,41,376.9,438.7,497.8,0.195,none,True
SHJ-01,2026-09-12,41,565.4,658.0,746.8,0.195,none,True
SHJ-02,2026-09-12,41,434.9,506.2,574.4,0.195,none,True
AAN-01,2026-09-12,41,275.5,320.6,363.8,0.195,none,True
RAK-01,2026-09-12,41,253.7,295.3,335.1,0.195,none,True
FUJ-01,2026-09-12,41,217.5,253.1,287.2,0.195,none,True
DXB-01,2026-09-13,42,762.3,896.8,1025.6,0.21,none,False
DXB-02,2026-09-13,42,663.9,781.0,893.3,0.21,none,False
DXB-03,2026-09-13,42,504.1,593.0,678.2,0.21,none,False
DXB-04,2026-09-13,42,375.0,441.1,504.5,0.21,none,False
AUH-01,2026-09-13,42,590.2,694.3,794.0,0.21,none,False
AUH-02,2026-09-13,42,430.3,506.2,579.0,0.21,none,False
AUH-03,2026-09-13,42,319.7,376.1,430.1,0.21,none,False
SHJ-01,2026-09-13,42,479.5,564.1,645.2,0.21,none,False
SHJ-02,2026-09-13,42,368.9,433.9,496.3,0.21,none,False
AAN-01,2026-09-13,42,233.6,274.8,314.3,0.21,none,False
RAK-01,2026-09-13,42,215.2,253.1,289.5,0.21,none,False
FUJ-01,2026-09-13,42,184.4,217.0,248.1,0.21,none,False
DXB-01,2026-09-14,43,762.8,897.4,1026.4,0.21,none,False
DXB-02,2026-09-14,43,664.4,781.6,893.9,0.21,none,False
DXB-03,2026-09-14,43,504.5,593.5,678.7,0.21,none,False
DXB-04,2026-09-14,43,375.3,441.5,504.9,0.21,none,False
AUH-01,2026-09-14,43,590.6,694.8,794.6,0.21,none,False
AUH-02,2026-09-14,43,430.6,506.6,579.4,0.21,none,False
AUH-03,2026-09-14,43,319.9,376.3,430.4,0.21,none,False
SHJ-01,2026-09-14,43,479.9,564.5,645.6,0.21,none,False
SHJ-02,2026-09-14,43,369.1,434.2,496.6,0.21,none,False
AAN-01,2026-09-14,43,233.8,275.0,314.5,0.21,none,False
RAK-01,2026-09-14,43,215.3,253.3,289.7,0.21,none,False
FUJ-01,2026-09-14,43,184.6,217.1,248.3,0.21,none,False
DXB-01,2026-09-15,44,763.4,898.1,1027.1,0.21,none,False
DXB-02,2026-09-15,44,664.9,782.2,894.6,0.21,none,False
DXB-03,2026-09-15,44,504.8,593.9,679.2,0.21,none,False
DXB-04,2026-09-15,44,375.5,441.8,505.3,0.21,none,False
AUH-01,2026-09-15,44,591.0,695.3,795.2,0.21,none,False
AUH-02,2026-09-15,44,431.0,507.0,579.8,0.21,none,False
AUH-03,2026-09-15,44,320.1,376.6,430.7,0.21,none,False
SHJ-01,2026-09-15,44,480.2,564.9,646.1,0.21,none,False
SHJ-02,2026-09-15,44,369.4,434.6,497.0,0.21,none,False
AAN-01,2026-09-15,44,233.9,275.2,314.8,0.21,none,False
RAK-01,2026-09-15,44,215.5,253.5,289.9,0.21,none,False
FUJ-01,2026-09-15,44,184.7,217.3,248.5,0.21,none,False
DXB-01,2026-09-16,45,764.0,898.7,1027.9,0.21,none,False
DXB-02,2026-09-16,45,665.4,782.8,895.2,0.21,none,False
DXB-03,2026-09-16,45,505.2,594.3,679.7,0.21,none,False
DXB-04,2026-09-16,45,375.8,442.1,505.6,0.21,none,False
AUH-01,2026-09-16,45,591.5,695.8,795.8,0.21,none,False
AUH-02,2026-09-16,45,431.3,507.3,580.3,0.21,none,False
AUH-03,2026-09-16,45,320.4,376.9,431.0,0.21,none,False
SHJ-01,2026-09-16,45,480.6,565.3,646.6,0.21,none,False
SHJ-02,2026-09-16,45,369.7,434.9,497.4,0.21,none,False
AAN-01,2026-09-16,45,234.1,275.4,315.0,0.21,none,False
RAK-01,2026-09-16,45,215.6,253.7,290.1,0.21,none,False
FUJ-01,2026-09-16,45,184.8,217.4,248.7,0.21,none,False
DXB-01,2026-09-17,46,764.5,899.4,1028.6,0.21,none,False
DXB-02,2026-09-17,46,665.9,783.3,895.9,0.21,none,False
DXB-03,2026-09-17,46,505.6,594.8,680.2,0.21,none,False
DXB-04,2026-09-17,46,376.1,442.4,506.0,0.21,none,False
AUH-01,2026-09-17,46,591.9,696.3,796.4,0.21,none,False
AUH-02,2026-09-17,46,431.6,507.7,580.7,0.21,none,False
AUH-03,2026-09-17,46,320.6,377.2,431.4,0.21,none,False
SHJ-01,2026-09-17,46,480.9,565.7,647.0,0.21,none,False
SHJ-02,2026-09-17,46,369.9,435.2,497.7,0.21,none,False
AAN-01,2026-09-17,46,234.3,275.6,315.2,0.21,none,False
RAK-01,2026-09-17,46,215.8,253.9,290.3,0.21,none,False
FUJ-01,2026-09-17,46,185.0,217.6,248.9,0.21,none,False
DXB-01,2026-09-18,47,902.8,1062.0,1214.7,0.21,none,True
DXB-02,2026-09-18,47,786.3,925.0,1057.9,0.21,none,True
DXB-03,2026-09-18,47,597.0,702.3,803.2,0.21,none,True
DXB-04,2026-09-18,47,444.1,522.5,597.5,0.21,none,True
AUH-01,2026-09-18,47,698.9,822.2,940.4,0.21,none,True
AUH-02,2026-09-18,47,509.6,599.5,685.7,0.21,none,True
AUH-03,2026-09-18,47,378.6,445.4,509.4,0.21,none,True
SHJ-01,2026-09-18,47,567.9,668.1,764.1,0.21,none,True
SHJ-02,2026-09-18,47,436.8,513.9,587.7,0.21,none,True
AAN-01,2026-09-18,47,276.7,325.5,372.2,0.21,none,True
RAK-01,2026-09-18,47,254.8,299.8,342.8,0.21,none,True
FUJ-01,2026-09-18,47,218.4,256.9,293.9,0.21,none,True
DXB-01,2026-09-19,48,903.5,1062.8,1215.6,0.21,none,True
DXB-02,2026-09-19,48,786.9,925.7,1058.7,0.21,none,True
DXB-03,2026-09-19,48,597.4,702.8,803.8,0.21,none,True
DXB-04,2026-09-19,48,444.4,522.8,598.0,0.21,none,True
AUH-01,2026-09-19,48,699.4,822.8,941.1,0.21,none,True
AUH-02,2026-09-19,48,510.0,600.0,686.2,0.21,none,True
AUH-03,2026-09-19,48,378.9,445.7,509.7,0.21,none,True
SHJ-01,2026-09-19,48,568.3,668.5,764.6,0.21,none,True
SHJ-02,2026-09-19,48,437.2,514.3,588.2,0.21,none,True
AAN-01,2026-09-19,48,276.9,325.7,372.5,0.21,none,True
RAK-01,2026-09-19,48,255.0,300.0,343.1,0.21,none,True
FUJ-01,2026-09-19,48,218.6,257.1,294.1,0.21,none,True
DXB-01,2026-09-20,49,766.2,911.0,1049.8,0.225,none,False
DXB-02,2026-09-20,49,667.3,793.5,914.3,0.225,none,False
DXB-03,2026-09-20,49,506.7,602.4,694.2,0.225,none,False
DXB-04,2026-09-20,49,376.9,448.2,516.4,0.225,none,False
AUH-01,2026-09-20,49,593.2,705.3,812.7,0.225,none,False
AUH-02,2026-09-20,49,432.5,514.3,592.6,0.225,none,False
AUH-03,2026-09-20,49,321.3,382.0,440.2,0.225,none,False
SHJ-01,2026-09-20,49,482.0,573.1,660.3,0.225,none,False
SHJ-02,2026-09-20,49,370.7,440.8,508.0,0.225,none,False
AAN-01,2026-09-20,49,234.8,279.2,321.7,0.225,none,False
RAK-01,2026-09-20,49,216.3,257.1,296.3,0.225,none,False
FUJ-01,2026-09-20,49,185.4,220.4,254.0,0.225,none,False
DXB-01,2026-09-21,50,766.8,911.7,1050.5,0.225,none,False
DXB-02,2026-09-21,50,667.8,794.0,915.0,0.225,none,False
DXB-03,2026-09-21,50,507.0,602.9,694.7,0.225,none,False
DXB-04,2026-09-21,50,377.2,448.5,516.8,0.225,none,False
AUH-01,2026-09-21,50,593.6,705.8,813.3,0.225,none,False
AUH-02,2026-09-21,50,432.8,514.7,593.1,0.225,none,False
AUH-03,2026-09-21,50,321.5,382.3,440.6,0.225,none,False
SHJ-01,2026-09-21,50,482.3,573.5,660.8,0.225,none,False
SHJ-02,2026-09-21,50,371.0,441.1,508.3,0.225,none,False
AAN-01,2026-09-21,50,235.0,279.4,321.9,0.225,none,False
RAK-01,2026-09-21,50,216.4,257.3,296.5,0.225,none,False
FUJ-01,2026-09-21,50,185.5,220.6,254.2,0.225,none,False
DXB-01,2026-09-22,51,767.3,912.3,1051.3,0.225,none,False
DXB-02,2026-09-22,51,668.3,794.6,915.7,0.225,none,False
DXB-03,2026-09-22,51,507.4,603.3,695.2,0.225,none,False
DXB-04,2026-09-22,51,377.5,448.8,517.2,0.225,none,False
AUH-01,2026-09-22,51,594.0,706.3,813.9,0.225,none,False
AUH-02,2026-09-22,51,433.2,515.0,593.5,0.225,none,False
AUH-03,2026-09-22,51,321.8,382.6,440.9,0.225,none,False
SHJ-01,2026-09-22,51,482.7,573.9,661.3,0.225,none,False
SHJ-02,2026-09-22,51,371.3,441.5,508.7,0.225,none,False
AAN-01,2026-09-22,51,235.1,279.6,322.2,0.225,none,False
RAK-01,2026-09-22,51,216.6,257.5,296.7,0.225,none,False
FUJ-01,2026-09-22,51,185.6,220.7,254.4,0.225,none,False
DXB-01,2026-09-23,52,767.9,913.0,1052.1,0.225,none,False
DXB-02,2026-09-23,52,668.8,795.2,916.3,0.225,none,False
DXB-03,2026-09-23,52,507.8,603.8,695.7,0.225,none,False
DXB-04,2026-09-23,52,377.7,449.1,517.6,0.225,none,False
AUH-01,2026-09-23,52,594.5,706.8,814.5,0.225,none,False
AUH-02,2026-09-23,52,433.5,515.4,593.9,0.225,none,False
AUH-03,2026-09-23,52,322.0,382.9,441.2,0.225,none,False
SHJ-01,2026-09-23,52,483.0,574.3,661.8,0.225,none,False
SHJ-02,2026-09-23,52,371.5,441.8,509.1,0.225,none,False
AAN-01,2026-09-23,52,235.3,279.8,322.4,0.225,none,False
RAK-01,2026-09-23,52,216.7,257.7,297.0,0.225,none,False
FUJ-01,2026-09-23,52,185.8,220.9,254.5,0.225,none,False
DXB-01,2026-09-24,53,768.4,913.7,1052.8,0.225,none,False
DXB-02,2026-09-24,53,669.3,795.8,917.0,0.225,none,False
DXB-03,2026-09-24,53,508.2,604.2,696.2,0.225,none,False
DXB-04,2026-09-24,53,378.0,449.5,517.9,0.225,none,False
AUH-01,2026-09-24,53,594.9,707.4,815.1,0.225,none,False
AUH-02,2026-09-24,53,433.8,515.8,594.3,0.225,none,False
AUH-03,2026-09-24,53,322.2,383.1,441.5,0.225,none,False
SHJ-01,2026-09-24,53,483.4,574.7,662.3,0.225,none,False
SHJ-02,2026-09-24,53,371.8,442.1,509.4,0.225,none,False
AAN-01,2026-09-24,53,235.5,280.0,322.6,0.225,none,False
RAK-01,2026-09-24,53,216.9,257.9,297.2,0.225,none,False
FUJ-01,2026-09-24,53,185.9,221.0,254.7,0.225,none,False
DXB-01,2026-09-25,54,907.4,1078.9,1243.3,0.225,none,True
DXB-02,2026-09-25,54,790.3,939.7,1082.8,0.225,none,True
DXB-03,2026-09-25,54,600.1,713.5,822.2,0.225,none,True
DXB-04,2026-09-25,54,446.4,530.8,611.6,0.225,none,True
AUH-01,2026-09-25,54,702.5,835.3,962.5,0.225,none,True
AUH-02,2026-09-25,54,512.2,609.1,701.8,0.225,none,True
AUH-03,2026-09-25,54,380.5,452.4,521.4,0.225,none,True
SHJ-01,2026-09-25,54,570.8,678.7,782.0,0.225,none,True
SHJ-02,2026-09-25,54,439.1,522.0,601.6,0.225,none,True
AAN-01,2026-09-25,54,278.1,330.6,381.0,0.225,none,True
RAK-01,2026-09-25,54,256.1,304.5,350.9,0.225,none,True
FUJ-01,2026-09-25,54,219.5,261.0,300.8,0.225,none,True
DXB-01,2026-09-26,55,908.1,1079.7,1244.2,0.225,none,True
DXB-02,2026-09-26,55,790.9,940.4,1083.6,0.225,none,True
DXB-03,2026-09-26,55,600.5,714.0,822.7,0.225,none,True
DXB-04,2026-09-26,55,446.7,531.1,612.0,0.225,none,True
AUH-01,2026-09-26,55,703.0,835.9,963.2,0.225,none,True
AUH-02,2026-09-26,55,512.6,609.5,702.3,0.225,none,True
AUH-03,2026-09-26,55,380.8,452.8,521.7,0.225,none,True
SHJ-01,2026-09-26,55,571.2,679.2,782.6,0.225,none,True
SHJ-02,2026-09-26,55,439.4,522.4,602.0,0.225,none,True
AAN-01,2026-09-26,55,278.3,330.9,381.3,0.225,none,True
RAK-01,2026-09-26,55,256.3,304.7,351.2,0.225,none,True
FUJ-01,2026-09-26,55,219.7,261.2,301.0,0.225,none,True
DXB-01,2026-09-27,56,770.1,925.4,1074.1,0.24,none,False
DXB-02,2026-09-27,56,670.7,806.0,935.5,0.24,none,False
DXB-03,2026-09-27,56,509.3,611.9,710.3,0.24,none,False
DXB-04,2026-09-27,56,378.8,455.2,528.4,0.24,none,False
AUH-01,2026-09-27,56,596.2,716.4,831.6,0.24,none,False
AUH-02,2026-09-27,56,434.7,522.4,606.4,0.24,none,False
AUH-03,2026-09-27,56,322.9,388.1,450.4,0.24,none,False
SHJ-01,2026-09-27,56,484.4,582.1,675.7,0.24,none,False
SHJ-02,2026-09-27,56,372.6,447.8,519.7,0.24,none,False
AAN-01,2026-09-27,56,236.0,283.6,329.2,0.24,none,False
RAK-01,2026-09-27,56,217.4,261.2,303.2,0.24,none,False
FUJ-01,2026-09-27,56,186.3,223.9,259.9,0.24,none,False
DXB-01,2026-09-28,57,770.7,926.0,1074.9,0.24,none,False
DXB-02,2026-09-28,57,671.2,806.5,936.2,0.24,none,False
DXB-03,2026-09-28,57,509.6,612.4,710.8,0.24,none,False
DXB-04,2026-09-28,57,379.1,455.5,528.8,0.24,none,False
AUH-01,2026-09-28,57,596.6,716.9,832.2,0.24,none,False
AUH-02,2026-09-28,57,435.0,522.8,606.8,0.24,none,False
AUH-03,2026-09-28,57,323.2,388.3,450.8,0.24,none,False
SHJ-01,2026-09-28,57,484.8,582.5,676.2,0.24,none,False
SHJ-02,2026-09-28,57,372.9,448.1,520.1,0.24,none,False
AAN-01,2026-09-28,57,236.2,283.8,329.4,0.24,none,False
RAK-01,2026-09-28,57,217.5,261.4,303.4,0.24,none,False
FUJ-01,2026-09-28,57,186.4,224.0,260.1,0.24,none,False
DXB-01,2026-09-29,58,771.2,926.7,1075.7,0.24,none,False
DXB-02,2026-09-29,58,671.7,807.1,936.9,0.24,none,False
DXB-03,2026-09-29,58,510.0,612.8,711.3,0.24,none,False
DXB-04,2026-09-29,58,379.4,455.9,529.2,0.24,none,False
AUH-01,2026-09-29,58,597.1,717.4,832.8,0.24,none,False
AUH-02,2026-09-29,58,435.4,523.1,607.2,0.24,none,False
AUH-03,2026-09-29,58,323.4,388.6,451.1,0.24,none,False
SHJ-01,2026-09-29,58,485.1,582.9,676.6,0.24,none,False
SHJ-02,2026-09-29,58,373.2,448.4,520.5,0.24,none,False
AAN-01,2026-09-29,58,236.3,284.0,329.6,0.24,none,False
RAK-01,2026-09-29,58,217.7,261.6,303.6,0.24,none,False
FUJ-01,2026-09-29,58,186.6,224.2,260.2,0.24,none,False
DXB-01,2026-09-30,59,771.8,927.4,1076.5,0.24,none,False
DXB-02,2026-09-30,59,672.2,807.7,937.6,0.24,none,False
DXB-03,2026-09-30,59,510.4,613.3,711.9,0.24,none,False
DXB-04,2026-09-30,59,379.7,456.2,529.6,0.24,none,False
AUH-01,2026-09-30,59,597.5,718.0,833.4,0.24,none,False
AUH-02,2026-09-30,59,435.7,523.5,607.7,0.24,none,False
AUH-03,2026-09-30,59,323.6,388.9,451.4,0.24,none,False
SHJ-01,2026-09-30,59,485.5,583.3,677.1,0.24,none,False
SHJ-02,2026-09-30,59,373.4,448.7,520.9,0.24,none,False
AAN-01,2026-09-30,59,236.5,284.2,329.9,0.24,none,False
RAK-01,2026-09-30,59,217.8,261.8,303.8,0.24,none,False
FUJ-01,2026-09-30,59,186.7,224.4,260.4,0.24,none,False
DXB-01,2026-10-01,60,772.3,928.0,1077.3,0.24,none,False
DXB-02,2026-10-01,60,672.7,808.3,938.3,0.24,none,False
DXB-03,2026-10-01,60,510.7,613.7,712.4,0.24,none,False
DXB-04,2026-10-01,60,379.9,456.5,529.9,0.24,none,False
AUH-01,2026-10-01,60,597.9,718.5,834.0,0.24,none,False
AUH-02,2026-10-01,60,436.0,523.9,608.1,0.24,none,False
AUH-03,2026-10-01,60,323.9,389.2,451.8,0.24,none,False
SHJ-01,2026-10-01,60,485.8,583.8,677.6,0.24,none,False
SHJ-02,2026-10-01,60,373.7,449.0,521.3,0.24,none,False
AAN-01,2026-10-01,60,236.7,284.4,330.1,0.24,none,False
RAK-01,2026-10-01,60,218.0,261.9,304.1,0.24,none,False
FUJ-01,2026-10-01,60,186.9,224.5,260.6,0.24,none,False
DXB-01,2026-10-02,61,912.0,1095.9,1272.1,0.24,none,True
DXB-02,2026-10-02,61,794.3,954.5,1107.9,0.24,none,True
DXB-03,2026-10-02,61,603.1,724.7,841.2,0.24,none,True
DXB-04,2026-10-02,61,448.7,539.1,625.8,0.24,none,True
AUH-01,2026-10-02,61,706.1,848.4,984.8,0.24,none,True
AUH-02,2026-10-02,61,514.8,618.6,718.1,0.24,none,True
AUH-03,2026-10-02,61,382.5,459.6,533.5,0.24,none,True
SHJ-01,2026-10-02,61,573.7,689.3,800.2,0.24,none,True
SHJ-02,2026-10-02,61,441.3,530.3,615.5,0.24,none,True
AAN-01,2026-10-02,61,279.5,335.8,389.8,0.24,none,True
RAK-01,2026-10-02,61,257.4,309.3,359.1,0.24,none,True
FUJ-01,2026-10-02,61,220.6,265.1,307.8,0.24,none,True
DXB-01,2026-10-03,62,912.7,1096.7,1273.0,0.24,none,True
DXB-02,2026-10-03,62,794.9,955.2,1108.7,0.24,none,True
DXB-03,2026-10-03,62,603.5,725.2,841.8,0.24,none,True
DXB-04,2026-10-03,62,449.0,539.5,626.2,0.24,none,True
AUH-01,2026-10-03,62,706.6,849.0,985.5,0.24,none,True
AUH-02,2026-10-03,62,515.2,619.1,718.6,0.24,none,True
AUH-03,2026-10-03,62,382.7,459.9,533.8,0.24,none,True
SHJ-01,2026-10-03,62,574.1,689.8,800.8,0.24,none,True
SHJ-02,2026-10-03,62,441.6,530.6,616.0,0.24,none,True
AAN-01,2026-10-03,62,279.7,336.1,390.1,0.24,none,True
RAK-01,2026-10-03,62,257.6,309.5,359.3,0.24,none,True
FUJ-01,2026-10-03,62,220.8,265.3,308.0,0.24,none,True
DXB-01,2026-10-04,63,774.0,939.8,1098.7,0.255,none,False
DXB-02,2026-10-04,63,674.1,818.5,956.9,0.255,none,False
DXB-03,2026-10-04,63,511.8,621.5,726.5,0.255,none,False
DXB-04,2026-10-04,63,380.8,462.3,540.5,0.255,none,False
AUH-01,2026-10-04,63,599.2,727.6,850.6,0.255,none,False
AUH-02,2026-10-04,63,436.9,530.5,620.2,0.255,none,False
AUH-03,2026-10-04,63,324.6,394.1,460.7,0.255,none,False
SHJ-01,2026-10-04,63,486.9,591.2,691.1,0.255,none,False
SHJ-02,2026-10-04,63,374.5,454.7,531.6,0.255,none,False
AAN-01,2026-10-04,63,237.2,288.0,336.7,0.255,none,False
RAK-01,2026-10-04,63,218.5,265.3,310.1,0.255,none,False
FUJ-01,2026-10-04,63,187.3,227.4,265.8,0.255,none,False
DXB-01,2026-10-05,64,774.6,940.5,1099.5,0.255,none,False
DXB-02,2026-10-05,64,674.6,819.1,957.6,0.255,none,False
DXB-03,2026-10-05,64,512.2,621.9,727.1,0.255,none,False
DXB-04,2026-10-05,64,381.0,462.7,540.9,0.255,none,False
AUH-01,2026-10-05,64,599.7,728.1,851.2,0.255,none,False
AUH-02,2026-10-05,64,437.3,530.9,620.7,0.255,none,False
AUH-03,2026-10-05,64,324.8,394.4,461.1,0.255,none,False
SHJ-01,2026-10-05,64,487.2,591.6,691.6,0.255,none,False
SHJ-02,2026-10-05,64,374.8,455.1,532.0,0.255,none,False
AAN-01,2026-10-05,64,237.4,288.2,336.9,0.255,none,False
RAK-01,2026-10-05,64,218.6,265.5,310.3,0.255,none,False
FUJ-01,2026-10-05,64,187.4,227.5,266.0,0.255,none,False
DXB-01,2026-10-06,65,775.1,941.2,1100.3,0.255,none,False
DXB-02,2026-10-06,65,675.1,819.7,958.3,0.255,none,False
DXB-03,2026-10-06,65,512.6,622.4,727.6,0.255,none,False
DXB-04,2026-10-06,65,381.3,463.0,541.3,0.255,none,False
AUH-01,2026-10-06,65,600.1,728.6,851.8,0.255,none,False
AUH-02,2026-10-06,65,437.6,531.3,621.1,0.255,none,False
AUH-03,2026-10-06,65,325.1,394.7,461.4,0.255,none,False
SHJ-01,2026-10-06,65,487.6,592.0,692.1,0.255,none,False
